Target,Open,'% Open,Submitted by PPL,'% Submitted by PPL,Rejected by PML,'% Rejected by PML,Approved by PML,'% Approved by PML,Revoked by PML,'% Revoked by PML,Edited by PML,'% Edited by PML,Approved by Admin Kabupaten,'% Approved by Admin Kabupaten,Edited by Admin Kabupaten,'% Edited by Admin Kabupaten,Revoked by Admin Kabupaten,'% Revoked by Admin Kabupaten,Rejected by Admin Kabupaten,'% Rejected by Admin Kabupaten,Edited by Admin Provinsi,'% Edited by Admin Provinsi,Completed by Admin Provinsi,'% Completed by Admin Provinsi
372,204,0.5483870967741935,168,0.45161290322580644,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
