Target,OPEN,'%OPEN,SUBMITTED BY PPL,'%SUBMITTED BY PPL,COMPLETED BY PML,'%COMPLETED BY PML,REJECTED BY PML,'%REJECTED BY PML
3774,1145,0.30339162692103866,661,0.1751457339692634,1968,0.5214626391096979,0,0.0
