Target,OPEN,'%OPEN,SUBMITTED BY PPL,'%SUBMITTED BY PPL,APPROVED BY PML,'%APPROVED BY PML,REJECTED BY PML,'%REJECTED BY PML,COMPLETED BY Admin Kabupaten,'%COMPLETED BY Admin Kabupaten
455,1,0.002197802197802198,95,0.2087912087912088,99,0.2175824175824176,0,0.0,260,0.5714285714285714
