Target,OPEN,'%OPEN,SUBMITTED BY PPL,'%SUBMITTED BY PPL,APPROVED BY PML,'%APPROVED BY PML,REJECTED BY PML,'%REJECTED BY PML,COMPLETED BY Admin Kabupaten,'%COMPLETED BY Admin Kabupaten
320,4,0.0125,136,0.425,180,0.5625,0,0.0,0,0.0
